NOR_M 15 0 75.00
NOR_M 15 1 75.00
NOR_M 15 2 26.12
NOR_M 15 3 25.75
NOR_M 15 4 25.38
NOR_M 15 5 25.25
NOR_M 15 6 25.00
NOR_M 15 7 25.50
NOR_M 15 8 25.12
NOR_M 15 9 25.38
NOR_M 15 10 25.12
NOR_M 15 11 25.00
NOR_M 15 12 25.00
NOR_M 15 13 25.25
NOR_M 15 14 25.38
NOR_M 16 0 75.00
NOR_M 16 1 75.00
NOR_M 16 2 25.62
NOR_M 16 3 25.62
NOR_M 16 4 25.50
NOR_M 16 5 25.12
NOR_M 16 6 25.12
NOR_M 16 7 25.25
NOR_M 16 8 25.25
NOR_M 16 9 25.12
NOR_M 16 10 25.88
NOR_M 16 11 25.25
NOR_M 16 12 25.38
NOR_M 16 13 25.62
NOR_M 16 14 25.50
NOR_M 16 15 24.88
